Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n
13.864, 0.653105, -0.17632, 0.579493, -0.000598858, -0.00228111, 0.999997, -7.39297e-05, 0.653131, -0.176472, 0.579464, 8.27463e-06, -1.16382e-07, 1, -1.2105e-06, 
13.964, 0.65248, -0.176376, 0.579477, -0.000612734, -0.0013943, 0.999999, -7.31888e-05, 0.652547, -0.176477, 0.579464, 6.89363e-06, -9.75713e-08, 1, -1.00465e-06, 
14.064, 0.651908, -0.176376, 0.579451, -0.00064065, -0.000530522, 1, -7.29617e-05, 0.652069, -0.176481, 0.579464, 5.65654e-06, -8.00721e-08, 1, -8.22809e-07, 
14.164, 0.65137, -0.176522, 0.579449, -0.000620179, 0.00027404, 1, -6.94848e-05, 0.651679, -0.176484, 0.579464, 4.54678e-06, -6.38754e-08, 1, -6.61299e-07, 
14.264, 0.650915, -0.176564, 0.579478, -0.00056117, 0.000943751, 0.999999, -6.80448e-05, 0.651359, -0.176487, 0.579464, 3.54853e-06, -4.97016e-08, 1, -5.1689e-07, 
14.364, 0.650389, -0.176603, 0.579447, -0.000583143, 0.00144293, 0.999999, -6.34854e-05, 0.651097, -0.17649, 0.579464, 2.64715e-06, -3.76236e-08, 1, -3.86605e-07, 
14.464, 0.650168, -0.176616, 0.579613, -0.000346907, 0.00205406, 0.999998, -6.19277e-05, 0.650883, -0.176491, 0.579464, 1.82927e-06, -2.58096e-08, 1, -2.67755e-07, 
14.564, 0.649952, -0.176477, 0.579319, -0.000736102, 0.0023344, 0.999997, -5.60837e-05, 0.650707, -0.176493, 0.579464, 1.08287e-06, -1.49012e-08, 1, -1.58051e-07, 
14.664, 0.649896, -0.176394, 0.579518, -0.000440572, 0.00261168, 0.999996, -5.31909e-05, 0.650564, -0.176494, 0.579464, 3.97194e-07, -0, 1, -5.5255e-08, 
14.764, 0.649734, -0.176301, 0.579487, -0.000457415, 0.00294466, 0.999996, -4.72106e-05, 0.650446, -0.176495, 0.579464, -2.2302e-07, 7.45058e-09, 1, 4.08085e-08, 
14.864, 0.649648, -0.176256, 0.579391, -0.000587302, 0.00323089, 0.999995, -4.51073e-05, 0.65035, -0.176496, 0.579464, -8.29478e-07, 1.17804e-08, 1, 1.37886e-07, 
14.964, 0.649518, -0.17613, 0.579335, -0.000653323, 0.00339807, 0.999994, -4.07457e-05, 0.650271, -0.176497, 0.579464, -1.38536e-06, 1.89953e-08, 1, 2.30065e-07, 
15.064, 0.649475, -0.176017, 0.579314, -0.000666791, 0.00354936, 0.999993, -3.58479e-05, 0.650207, -0.176497, 0.579464, -1.91027e-06, 2.73752e-08, 1, 3.21672e-07, 
15.164, 0.649492, -0.17588, 0.579234, -0.000753809, 0.0035475, 0.999993, -2.23112e-05, 0.650154, -0.176498, 0.579464, -2.41051e-06, 3.24763e-08, 1, 4.14061e-07, 
15.264, 0.649598, -0.175801, 0.579401, -0.00049224, 0.00355365, 0.999994, -3.05318e-05, 0.650111, -0.176498, 0.579464, -2.89045e-06, 3.90712e-08, 1, 5.08308e-07, 
15.364, 0.649606, -0.175825, 0.579306, -0.000582474, 0.00363093, 0.999993, -2.09637e-05, 0.650076, -0.176499, 0.579464, -3.3538e-06, 4.65289e-08, 1, 6.05426e-07, 
15.464, 0.649583, -0.17586, 0.579436, -0.0003499, 0.00365202, 0.999993, -2.17298e-05, 0.650047, -0.176499, 0.579464, -3.80353e-06, 5.21541e-08, 1, 7.06353e-07, 
15.564, 0.649692, -0.175863, 0.579252, -0.000546076, 0.0036312, 0.999993, -1.51418e-05, 0.650023, -0.176499, 0.579464, -4.24214e-06, 5.77119e-08, 1, 8.11908e-07, 
15.664, 0.649575, -0.176112, 0.579338, -0.000349635, 0.00370291, 0.999993, -1.83296e-05, 0.650004, -0.176499, 0.579464, -4.67156e-06, 6.38754e-08, 1, 9.22805e-07, 
15.764, 0.649631, -0.176101, 0.579135, -0.000538759, 0.00364092, 0.999993, -4.51909e-06, 0.649988, -0.176499, 0.579464, -5.09333e-06, 6.92944e-08, 1, 1.0397e-06, 
15.864, 0.649616, -0.176336, 0.579323, -0.000161979, 0.00371355, 0.999993, -1.71332e-05, 0.649975, -0.176499, 0.579464, -5.5086e-06, 7.45058e-08, 1, 1.16311e-06, 
15.964, 0.649865, -0.176413, 0.579333, -9.00719e-06, 0.00360891, 0.999993, -3.77416e-05, 0.649965, -0.1765, 0.579464, -5.9182e-06, 7.98986e-08, 1, 1.29357e-06, 
16.064, 0.650033, -0.176534, 0.579499, 0.000383214, 0.00358233, 0.999994, -7.3521e-05, 0.649956, -0.1765, 0.579464, -6.32266e-06, 8.51129e-08, 1, 1.43145e-06, 
16.164, 0.650149, -0.176576, 0.57943, 0.000476576, 0.00357728, 0.999993, -8.28853e-05, 0.649949, -0.1765, 0.579464, -6.72228e-06, 9.03335e-08, 1, 1.57709e-06, 
16.264, 0.650176, -0.176697, 0.579309, 0.000525686, 0.00354089, 0.999994, -9.39818e-05, 0.649943, -0.1765, 0.579464, -7.11711e-06, 9.49766e-08, 1, 1.7307e-06, 
16.364, 0.650305, -0.176711, 0.579468, 0.000973881, 0.00355794, 0.999993, -0.000161946, 0.649938, -0.1765, 0.579464, -7.50707e-06, 9.9682e-08, 1, 1.89248e-06, 
16.464, 0.650514, -0.176676, 0.579417, 0.00109118, 0.0033116, 0.999994, -0.000187675, 0.649934, -0.1765, 0.579464, -7.89186e-06, 1.03641e-07, 1, 2.06247e-06, 
16.564, 0.650569, -0.176635, 0.579261, 0.00102676, 0.00329414, 0.999994, -0.000194207, 0.649931, -0.1765, 0.579464, -8.27112e-06, 1.08226e-07, 1, 2.24061e-06, 
16.664, 0.650616, -0.176571, 0.579369, 0.00125683, 0.00313255, 0.999994, -0.00024492, 0.649929, -0.1765, 0.579464, -8.64431e-06, 1.12748e-07, 1, 2.42687e-06, 
16.764, 0.650847, -0.176484, 0.579424, 0.00146323, 0.00301756, 0.999994, -0.000298651, 0.649927, -0.1765, 0.579464, -9.01084e-06, 1.16976e-07, 1, 2.62098e-06, 
16.864, 0.651065, -0.176414, 0.579419, 0.00150845, 0.00287811, 0.999995, -0.000329478, 0.649925, -0.1765, 0.579464, -9.37001e-06, 1.20943e-07, 1, 2.82268e-06, 
16.964, 0.65105, -0.176326, 0.579443, 0.0015576, 0.00269981, 0.999995, -0.000353026, 0.649923, -0.1765, 0.579464, -9.72108e-06, 1.24672e-07, 1, 3.03159e-06, 
17.064, 0.651132, -0.176208, 0.579501, 0.00165794, 0.00254244, 0.999995, -0.000387465, 0.649922, -0.1765, 0.579464, -1.00633e-05, 1.28617e-07, 1, 3.2472e-06, 
17.164, 0.651124, -0.176234, 0.57938, 0.0015168, 0.00249717, 0.999996, -0.000382951, 0.649921, -0.1765, 0.579464, -1.03957e-05, 1.31919e-07, 1, 3.46898e-06, 
17.264, 0.651063, -0.176189, 0.579328, 0.00140122, 0.00238636, 0.999996, -0.000366226, 0.64992, -0.1765, 0.579464, -1.07176e-05, 1.35141e-07, 1, 3.69625e-06, 
17.364, 0.651114, -0.176263, 0.579479, 0.00157265, 0.00230951, 0.999996, -0.000437048, 0.64992, -0.1765, 0.579464, -1.10281e-05, 1.37987e-07, 1, 3.92829e-06, 
17.464, 0.65113, -0.176302, 0.579525, 0.00158436, 0.00217328, 0.999996, -0.000447537, 0.649919, -0.1765, 0.579464, -1.13262e-05, 1.41365e-07, 1, 4.16425e-06, 
17.564, 0.651099, -0.176435, 0.579432, 0.00146018, 0.00207075, 0.999997, -0.000437006, 0.649919, -0.1765, 0.579464, -1.16112e-05, 1.43412e-07, 1, 4.40325e-06, 
17.664, 0.651064, -0.176421, 0.579396, 0.0013638, 0.0020073, 0.999997, -0.000424824, 0.649918, -0.1765, 0.579464, -1.1882e-05, 1.46191e-07, 1, 4.6443e-06, 
17.764, 0.650952, -0.176584, 0.579441, 0.00139108, 0.00189224, 0.999997, -0.000455995, 0.649918, -0.1765, 0.579464, -1.21379e-05, 1.48265e-07, 1, 4.88633e-06, 
17.864, 0.651047, -0.176701, 0.579493, 0.00142219, 0.00175966, 0.999997, -0.000482136, 0.649918, -0.1765, 0.579464, -1.23781e-05, 1.5031e-07, 1, 5.12824e-06, 
17.964, 0.650901, -0.176769, 0.579482, 0.00139539, 0.0017199, 0.999997, -0.000493059, 0.649918, -0.1765, 0.579464, -1.26016e-05, 1.51963e-07, 1, 5.36885e-06, 
18.064, 0.650866, -0.17695, 0.579493, 0.00137429, 0.00174803, 0.999997, -0.000501779, 0.649918, -0.1765, 0.579464, -1.28076e-05, 1.53236e-07, 1, 5.60691e-06, 
18.164, 0.650625, -0.177007, 0.579419, 0.00124037, 0.00176264, 0.999998, -0.000477274, 0.649917, -0.1765, 0.579464, -1.29954e-05, 1.54499e-07, 1, 5.84115e-06, 
18.264, 0.650654, -0.177007, 0.57954, 0.00133809, 0.00168814, 0.999998, -0.000518779, 0.649917, -0.1765, 0.579464, -1.31642e-05, 1.55394e-07, 1, 6.07023e-06, 
18.364, 0.650722, -0.177016, 0.579537, 0.00134641, 0.00150578, 0.999998, -0.000543485, 0.649917, -0.1765, 0.579464, -1.33133e-05, 1.56373e-07, 1, 6.29279e-06, 
18.464, 0.650528, -0.176992, 0.579574, 0.00126588, 0.00145389, 0.999998, -0.000533125, 0.649917, -0.1765, 0.579464, -1.34419e-05, 1.56373e-07, 1, 6.50747e-06, 
18.564, 0.650492, -0.17691, 0.579433, 0.00111953, 0.00136611, 0.999998, -0.000466397, 0.649917, -0.1765, 0.579464, -1.35494e-05, 1.56905e-07, 1, 6.71284e-06, 
18.664, 0.650464, -0.176913, 0.579545, 0.00121842, 0.0013159, 0.999998, -0.000534501, 0.649917, -0.1765, 0.579464, -1.3635e-05, 1.56551e-07, 1, 6.90749e-06, 
18.764, 0.650649, -0.176702, 0.579543, 0.00119066, 0.00110103, 0.999999, -0.000533554, 0.649917, -0.1765, 0.579464, -1.36982e-05, 1.56196e-07, 1, 7.09002e-06, 
18.864, 0.650698, -0.176619, 0.579601, 0.00122728, 0.000948013, 0.999999, -0.000565305, 0.649917, -0.1765, 0.579464, -1.37383e-05, 1.55483e-07, 1, 7.25901e-06, 
18.964, 0.650634, -0.176485, 0.579527, 0.00112495, 0.000865898, 0.999999, -0.000530879, 0.649917, -0.1765, 0.579464, -1.37547e-05, 1.54319e-07, 1, 7.41307e-06, 
19.064, 0.650708, -0.176504, 0.579578, 0.00119081, 0.000807344, 0.999999, -0.000566057, 0.649917, -0.1765, 0.579464, -1.3747e-05, 1.53236e-07, 1, 7.55084e-06, 
19.164, 0.650835, -0.17642, 0.57961, 0.00116332, 0.000584037, 0.999999, -0.000573011, 0.649917, -0.1765, 0.579464, -1.37145e-05, 1.51963e-07, 1, 7.67099e-06, 
19.264, 0.650883, -0.176253, 0.579547, 0.00105859, 0.000435058, 0.999999, -0.000526883, 0.649917, -0.1765, 0.579464, -1.36569e-05, 1.49847e-07, 1, 7.77225e-06, 
19.364, 0.650869, -0.176329, 0.57957, 0.00103689, 0.000397625, 0.999999, -0.000522535, 0.649917, -0.1765, 0.579464, -1.35735e-05, 1.47984e-07, 1, 7.8534e-06, 
19.464, 0.650813, -0.176408, 0.57959, 0.00102805, 0.000384034, 0.999999, -0.000533676, 0.649917, -0.1765, 0.579464, -1.34641e-05, 1.45334e-07, 1, 7.9133e-06, 
19.564, 0.650634, -0.176534, 0.579596, 0.000988605, 0.000471226, 0.999999, -0.000513098, 0.649917, -0.1765, 0.579464, -1.33281e-05, 1.42441e-07, 1, 7.95089e-06, 
19.664, 0.650652, -0.176543, 0.579558, 0.000899105, 0.000317833, 0.999999, -0.000475277, 0.649917, -0.1765, 0.579464, -1.31654e-05, 1.40083e-07, 1, 7.9652e-06, 
19.764, 0.650698, -0.176636, 0.579637, 0.000992151, 0.000197437, 0.999999, -0.000541138, 0.649917, -0.1765, 0.579464, -1.29755e-05, 1.36876e-07, 1, 7.95537e-06, 
19.864, 0.650634, -0.17676, 0.579656, 0.000983813, 0.000215037, 0.999999, -0.000544379, 0.649917, -0.1765, 0.579464, -1.27584e-05, 1.3328e-07, 1, 7.92063e-06, 
19.964, 0.650525, -0.176892, 0.579586, 0.000882898, 0.000222546, 0.999999, -0.000482844, 0.649917, -0.1765, 0.579464, -1.25173e-05, 1.29691e-07, 1, 7.8625e-06, 
20.064, 0.650354, -0.176905, 0.579542, 0.000820974, 0.000199416, 1, -0.000453975, 0.649917, -0.1765, 0.579464, -1.22547e-05, 1.26111e-07, 1, 7.78256e-06, 
20.164, 0.650444, -0.176955, 0.57966, 0.00093455, 0.000137864, 0.999999, -0.000534145, 0.649917, -0.1765, 0.579464, -1.19687e-05, 1.21971e-07, 1, 7.67941e-06, 
20.264, 0.650324, -0.177045, 0.579661, 0.000922794, 0.000147909, 0.999999, -0.000537433, 0.649917, -0.1765, 0.579464, -1.16576e-05, 1.17568e-07, 1, 7.55176e-06, 
20.364, 0.650148, -0.177091, 0.579602, 0.000840896, 0.0002007, 1, -0.000490301, 0.649917, -0.1765, 0.579464, -1.13204e-05, 1.12378e-07, 1, 7.39872e-06, 
20.464, 0.650084, -0.177113, 0.579617, 0.000839193, 0.000177071, 1, -0.000490546, 0.649917, -0.1765, 0.579464, -1.09563e-05, 1.07969e-07, 1, 7.21977e-06, 
20.564, 0.650184, -0.177024, 0.579632, 0.000829664, 8.72532e-05, 1, -0.000492524, 0.649917, -0.1765, 0.579464, -1.05651e-05, 1.03373e-07, 1, 7.01482e-06, 
20.664, 0.650246, -0.17682, 0.579605, 0.000751484, -0.000104487, 1, -0.000446848, 0.649917, -0.1765, 0.579464, -1.01471e-05, 9.8421e-08, 1, 6.78413e-06, 
20.764, 0.650166, -0.176824, 0.579617, 0.000733284, -6.71532e-05, 1, -0.000434487, 0.649917, -0.1765, 0.579464, -9.70288e-06, 9.33555e-08, 1, 6.52832e-06, 
20.864, 0.650122, -0.176626, 0.579535, 0.000575509, -0.000194735, 1, -0.00033452, 0.649917, -0.1765, 0.579464, -9.23354e-06, 8.73658e-08, 1, 6.24839e-06, 
20.964, 0.650259, -0.176655, 0.579618, 0.000680727, -0.000200433, 1, -0.00039955, 0.649917, -0.1765, 0.579464, -8.74055e-06, 8.17869e-08, 1, 5.94565e-06, 
21.064, 0.650422, -0.176468, 0.579656, 0.000697643, -0.000400554, 1, -0.000419513, 0.649917, -0.1765, 0.579464, -8.22576e-06, 7.68891e-08, 1, 5.62177e-06, 
21.164, 0.650498, -0.176369, 0.579667, 0.000667352, -0.000511967, 1, -0.00039765, 0.649917, -0.1765, 0.579464, -7.69145e-06, 7.06824e-08, 1, 5.27871e-06, 
21.264, 0.650625, -0.176223, 0.579668, 0.000645898, -0.000649315, 1, -0.000388751, 0.649917, -0.1765, 0.579464, -7.14024e-06, 6.5166e-08, 1, 4.91877e-06, 
21.364, 0.650476, -0.176365, 0.579641, 0.000589345, -0.000502884, 1, -0.000350577, 0.649917, -0.1765, 0.579464, -6.57516e-06, 5.96046e-08, 1, 4.54449e-06, 
21.464, 0.650596, -0.176242, 0.579566, 0.000482543, -0.000728762, 1, -0.000272279, 0.649917, -0.1765, 0.579464, -5.99955e-06, 5.32078e-08, 1, 4.15867e-06, 
21.564, 0.650281, -0.176388, 0.579473, 0.000367561, -0.000456795, 1, -0.000197953, 0.649917, -0.1765, 0.579464, -5.41707e-06, 4.82853e-08, 1, 3.76435e-06, 
21.664, 0.650295, -0.176401, 0.579506, 0.000356283, -0.000503402, 1, -0.000191341, 0.649917, -0.1765, 0.579464, -4.83167e-06, 4.28003e-08, 1, 3.36472e-06, 
21.764, 0.65034, -0.176406, 0.579553, 0.000410167, -0.000596378, 1, -0.000226644, 0.649917, -0.1765, 0.579464, -4.2475e-06, 3.72529e-08, 1, 2.96313e-06, 
21.864, 0.650015, -0.176725, 0.579648, 0.000444621, -0.000254744, 1, -0.000254147, 0.649917, -0.1765, 0.579464, -3.66886e-06, 3.332e-08, 1, 2.563e-06, 
21.964, 0.650277, -0.17663, 0.579644, 0.000432519, -0.00045468, 1, -0.000243582, 0.649917, -0.1765, 0.579464, -3.10023e-06, 2.58096e-08, 1, 2.1678e-06, 
22.064, 0.65006, -0.176865, 0.579587, 0.000361004, -0.000229504, 1, -0.000193137, 0.649917, -0.1765, 0.579464, -2.546e-06, 2.1722e-08, 1, 1.78101e-06, 
22.164, 0.650197, -0.176915, 0.579557, 0.000309223, -0.000276504, 1, -0.000158697, 0.649917, -0.1765, 0.579464, -2.01064e-06, 1.82501e-08, 1, 1.40609e-06, 
22.264, 0.65013, -0.176936, 0.579356, 6.24001e-05, -0.000311709, 1, 1.64973e-05, 0.649917, -0.1765, 0.579464, -1.49855e-06, 1.05367e-08, 1, 1.04632e-06, 
22.364, 0.649733, -0.177079, 0.579289, -0.000197904, -0.000263665, 1, 0.000201992, 0.649917, -0.1765, 0.579464, -1.0139e-06, 0, 1, 7.04996e-07, 
22.464, 0.649244, -0.177035, 0.579237, -0.000514378, -0.000331833, 1, 0.000428618, 0.649917, -0.1765, 0.579464, -5.60604e-07, 7.45058e-09, 1, 3.85167e-07, 
22.564, 0.648726, -0.177082, 0.57924, -0.000782785, -0.000232111, 0.999999, 0.000618837, 0.649917, -0.1765, 0.579464, -1.5031e-07, 0, 1, 9.45373e-08, 
22.664, 0.648292, -0.177151, 0.579219, -0.00100119, -0.000172959, 0.999999, 0.000773427, 0.649917, -0.1765, 0.579464, 2.2196e-07, -5.26836e-09, 1, -1.7047e-07, 
22.764, 0.648175, -0.17706, 0.579237, -0.00114982, -0.000338558, 0.999999, 0.000877346, 0.649917, -0.1765, 0.579464, 5.74251e-07, -0, 1, -4.21172e-07, 
22.864, 0.648223, -0.176872, 0.579262, -0.00123387, -0.000707394, 0.999999, 0.000939994, 0.649917, -0.1765, 0.579464, 8.66288e-07, -0, 1, -6.27753e-07, 
22.964, 0.64818, -0.176713, 0.579299, -0.00129297, -0.000984197, 0.999998, 0.000978073, 0.649917, -0.1765, 0.579464, 1.10914e-06, -7.45058e-09, 1, -7.99646e-07, 
23.064, 0.648509, -0.17637, 0.579239, -0.00135295, -0.00159687, 0.999997, 0.00102351, 0.649917, -0.1765, 0.579464, 1.30142e-06, -1.29048e-08, 1, -9.35723e-07, 
23.164, 0.648568, -0.176298, 0.579272, -0.00136355, -0.00191024, 0.999997, 0.00102925, 0.649917, -0.1765, 0.579464, 1.44653e-06, -1.39388e-08, 1, -1.03847e-06, 
23.264, 0.648779, -0.176056, 0.579229, -0.0013984, -0.00245058, 0.999995, 0.00105226, 0.649917, -0.1765, 0.579464, 1.55616e-06, -9.12506e-09, 1, -1.11622e-06, 
23.364, 0.648732, -0.176062, 0.579245, -0.00142097, -0.00273683, 0.999995, 0.00106821, 0.649917, -0.1765, 0.579464, 1.64112e-06, -1.17804e-08, 1, -1.17666e-06, 
23.464, 0.648863, -0.175906, 0.57919, -0.00145722, -0.00325388, 0.999993, 0.00109271, 0.649917, -0.1765, 0.579464, 1.71007e-06, -1.82501e-08, 1, -1.2258e-06, 
23.564, 0.648856, -0.175985, 0.57924, -0.00142433, -0.00348077, 0.999992, 0.00106336, 0.649917, -0.1765, 0.579464, 1.76973e-06, -1.666e-08, 1, -1.26848e-06, 
23.664, 0.648927, -0.175982, 0.57922, -0.00140052, -0.0038442, 0.999991, 0.00105485, 0.649917, -0.1765, 0.579464, 1.82539e-06, -1.666e-08, 1, -1.3084e-06, 
23.764, 0.648899, -0.176169, 0.579327, -0.00125619, -0.00402857, 0.999991, 0.000946624, 0.649917, -0.1765, 0.579464, 1.8811e-06, -1.39388e-08, 1, -1.34834e-06, 
23.864, 0.648896, -0.176316, 0.579358, -0.00119942, -0.00427995, 0.99999, 0.000907427, 0.649917, -0.1765, 0.579464, 1.94003e-06, -1.58051e-08, 1, -1.39057e-06, 
23.964, 0.648655, -0.17655, 0.579323, -0.00119408, -0.00429624, 0.99999, 0.000899977, 0.649917, -0.1765, 0.579464, 2.00462e-06, -1.666e-08, 1, -1.4368e-06, 
24.064, 0.648645, -0.176716, 0.579416, -0.00109083, -0.00450184, 0.999989, 0.000826334, 0.649917, -0.1765, 0.579464, 2.07679e-06, -1.666e-08, 1, -1.48838e-06, 
24.164, 0.648472, -0.176736, 0.579322, -0.00116859, -0.00455331, 0.999989, 0.000874106, 0.649917, -0.1765, 0.579464, 2.15799e-06, -1.89953e-08, 1, -1.54623e-06, 
24.264, 0.648293, -0.176898, 0.579347, -0.00112459, -0.00440421, 0.999989, 0.00084317, 0.649917, -0.1765, 0.579464, 2.24934e-06, -2.10734e-08, 1, -1.61111e-06, 
24.364, 0.648239, -0.176923, 0.579355, -0.00111506, -0.00438992, 0.999989, 0.000833722, 0.649917, -0.1765, 0.579464, 2.35171e-06, -2.1722e-08, 1, -1.68359e-06, 
24.464, 0.64803, -0.176977, 0.579303, -0.00115462, -0.00409775, 0.999991, 0.000856622, 0.649917, -0.1765, 0.579464, 2.46578e-06, -2.1722e-08, 1, -1.76405e-06, 
24.564, 0.648155, -0.176878, 0.579307, -0.00113346, -0.00413931, 0.99999, 0.000840521, 0.649917, -0.1765, 0.579464, 2.59201e-06, -2.35608e-08, 1, -1.85275e-06, 
24.664, 0.648125, -0.176906, 0.579281, -0.00115458, -0.0039224, 0.999991, 0.000850623, 0.649917, -0.1765, 0.579464, 2.73079e-06, -2.35608e-08, 1, -1.94981e-06, 
24.764, 0.648251, -0.176797, 0.579254, -0.00115815, -0.00385523, 0.999992, 0.000848625, 0.649917, -0.1765, 0.579464, 2.88235e-06, -2.41426e-08, 1, -2.05528e-06, 
24.864, 0.648543, -0.176579, 0.579217, -0.00114891, -0.00396879, 0.999991, 0.000835638, 0.649917, -0.1765, 0.579464, 3.0468e-06, -2.63418e-08, 1, -2.16912e-06, 
24.964, 0.648842, -0.176518, 0.579316, -0.00100512, -0.00396978, 0.999991, 0.000737011, 0.649917, -0.1765, 0.579464, 3.22423e-06, -2.8856e-08, 1, -2.29118e-06, 
25.064, 0.649036, -0.176403, 0.579371, -0.000968003, -0.00399513, 0.999991, 0.00070333, 0.649917, -0.1765, 0.579464, 3.41457e-06, -3.02644e-08, 1, -2.42128e-06, 
25.164, 0.649216, -0.176327, 0.579389, -0.000892837, -0.00389374, 0.999992, 0.00064908, 0.649917, -0.1765, 0.579464, 3.61772e-06, -3.24763e-08, 1, -2.55913e-06, 
25.264, 0.649496, -0.176128, 0.579362, -0.000906345, -0.0041501, 0.999991, 0.000657902, 0.649917, -0.1765, 0.579464, 3.83348e-06, -3.49463e-08, 1, -2.70437e-06, 
25.364, 0.649544, -0.176026, 0.579347, -0.000920847, -0.00407658, 0.999991, 0.000655897, 0.649917, -0.1765, 0.579464, 4.06158e-06, -3.72529e-08, 1, -2.85655e-06, 
25.464, 0.649673, -0.17602, 0.579365, -0.000866507, -0.00413942, 0.999991, 0.000617286, 0.649917, -0.1765, 0.579464, 4.3017e-06, -4.0467e-08, 1, -3.01516e-06, 
25.564, 0.649593, -0.176019, 0.579298, -0.000901319, -0.00397156, 0.999992, 0.000636267, 0.649917, -0.1765, 0.579464, 4.55337e-06, -4.24748e-08, 1, -3.17964e-06, 
25.664, 0.649364, -0.176236, 0.57938, -0.000885813, -0.00375807, 0.999992, 0.000623353, 0.649917, -0.1765, 0.579464, 4.81614e-06, -4.56253e-08, 1, -3.34934e-06, 
25.764, 0.649434, -0.176231, 0.579366, -0.000821645, -0.00368261, 0.999993, 0.000564548, 0.649917, -0.1765, 0.579464, 5.08944e-06, -4.71216e-08, 1, -3.52352e-06, 
25.864, 0.649289, -0.176511, 0.579452, -0.000720226, -0.00342385, 0.999994, 0.000495788, 0.649917, -0.1765, 0.579464, 5.37263e-06, -5.13496e-08, 1, -3.70144e-06, 
25.964, 0.649295, -0.176439, 0.579337, -0.000768464, -0.00336801, 0.999994, 0.000534101, 0.649917, -0.1765, 0.579464, 5.66501e-06, -5.4241e-08, 1, -3.88225e-06, 
26.064, 0.649036, -0.176694, 0.579384, -0.000758419, -0.00303741, 0.999995, 0.000516992, 0.649917, -0.1765, 0.579464, 5.96583e-06, -5.7229e-08, 1, -4.06506e-06, 
26.164, 0.648867, -0.176789, 0.579366, -0.000770362, -0.00271272, 0.999996, 0.000510171, 0.649917, -0.1765, 0.579464, 6.27433e-06, -6.07576e-08, 1, -4.24899e-06, 
26.264, 0.648868, -0.176947, 0.579333, -0.000735457, -0.00250783, 0.999996, 0.000495552, 0.649917, -0.1765, 0.579464, 6.59512e-06, -6.49527e-08, 1, -4.43693e-06, 
26.364, 0.648847, -0.177, 0.579428, -0.000621766, -0.00230794, 0.999997, 0.000412141, 0.649917, -0.1765, 0.579464, 6.93266e-06, -6.80822e-08, 1, -4.63104e-06, 
26.464, 0.648829, -0.177033, 0.579407, -0.000640586, -0.00220769, 0.999997, 0.00042897, 0.649917, -0.1765, 0.579464, 7.28516e-06, -7.18508e-08, 1, -4.82953e-06, 
26.564, 0.648864, -0.177007, 0.5794, -0.00062397, -0.00205985, 0.999998, 0.000405166, 0.649917, -0.1765, 0.579464, 7.65034e-06, -7.67084e-08, 1, -5.03034e-06, 
26.664, 0.648869, -0.177054, 0.579328, -0.000695851, -0.00187533, 0.999998, 0.000437838, 0.649917, -0.1765, 0.579464, 8.02591e-06, -8.0418e-08, 1, -5.23141e-06, 
26.764, 0.64893, -0.176946, 0.579333, -0.000697472, -0.00178132, 0.999998, 0.000430807, 0.649917, -0.1765, 0.579464, 8.40963e-06, -8.57626e-08, 1, -5.43077e-06, 
26.864, 0.649123, -0.176878, 0.579405, -0.000608337, -0.00174223, 0.999998, 0.00038286, 0.649917, -0.1765, 0.579464, 8.79932e-06, -9.00257e-08, 1, -5.62649e-06, 
26.964, 0.64923, -0.176709, 0.579414, -0.00062392, -0.0016895, 0.999998, 0.000372709, 0.649917, -0.1765, 0.579464, 9.19277e-06, -9.48304e-08, 1, -5.81665e-06, 
27.064, 0.649471, -0.176512, 0.579405, -0.000627119, -0.00180109, 0.999998, 0.000371148, 0.649917, -0.1765, 0.579464, 9.58779e-06, -1.00099e-07, 1, -5.99946e-06, 
27.164, 0.649552, -0.176438, 0.579361, -0.000617232, -0.00177951, 0.999998, 0.000358749, 0.649917, -0.1765, 0.579464, 9.98217e-06, -1.04574e-07, 1, -6.17312e-06, 
27.264, 0.649771, -0.176298, 0.579424, -0.000558675, -0.00185244, 0.999998, 0.000321663, 0.649917, -0.1765, 0.579464, 1.03737e-05, -1.09501e-07, 1, -6.33589e-06, 
27.364, 0.649841, -0.176259, 0.579378, -0.000557122, -0.0019303, 0.999998, 0.0003148, 0.649917, -0.1765, 0.579464, 1.07602e-05, -1.14579e-07, 1, -6.48615e-06, 
27.464, 0.649898, -0.176136, 0.579395, -0.000552385, -0.00195542, 0.999998, 0.000302273, 0.649917, -0.1765, 0.579464, 1.11394e-05, -1.19326e-07, 1, -6.62234e-06, 
27.564, 0.649808, -0.176209, 0.57937, -0.000598009, -0.00191102, 0.999998, 0.000318388, 0.649917, -0.1765, 0.579464, 1.1509e-05, -1.24672e-07, 1, -6.743e-06, 
27.664, 0.649772, -0.176295, 0.579434, -0.000474905, -0.00173726, 0.999998, 0.000255078, 0.649917, -0.1765, 0.579464, 1.18668e-05, -1.29477e-07, 1, -6.84677e-06, 
27.764, 0.649718, -0.176354, 0.579405, -0.000508261, -0.00178452, 0.999998, 0.000265065, 0.649917, -0.1765, 0.579464, 1.22105e-05, -1.33696e-07, 1, -6.93243e-06, 
27.864, 0.649542, -0.176516, 0.579354, -0.000554185, -0.00162968, 0.999998, 0.000273598, 0.649917, -0.1765, 0.579464, 1.2538e-05, -1.38889e-07, 1, -6.9989e-06, 
