Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n
88.964, 0.649507, -0.17683, 0.579391, -0.000629527, -0.000973953, 0.999999, -1.15369e-05, 0.649917, -0.1765, 0.579464, 1.35867e-05, -2.05533e-07, 1, -1.214e-06, 
89.064, 0.649516, -0.177103, 0.579465, -0.000518743, -0.000992596, 0.999999, -1.27555e-05, 0.649917, -0.1765, 0.579464, 1.35081e-05, -2.03838e-07, 1, -1.23219e-06, 
89.164, 0.649479, -0.177138, 0.579381, -0.000651956, -0.00110004, 0.999999, -1.10983e-05, 0.649917, -0.1765, 0.579464, 1.3407e-05, -2.01923e-07, 1, -1.24747e-06, 
89.264, 0.649498, -0.17748, 0.579428, -0.000567239, -0.00112361, 0.999999, -1.32831e-05, 0.649917, -0.1765, 0.579464, 1.32837e-05, -1.99364e-07, 1, -1.25966e-06, 
89.364, 0.649603, -0.177299, 0.579393, -0.000603146, -0.00142154, 0.999999, -1.32058e-05, 0.649917, -0.1765, 0.579464, 1.31384e-05, -1.96772e-07, 1, -1.26862e-06, 
89.464, 0.6495, -0.177463, 0.579366, -0.000615774, -0.00151489, 0.999999, -1.30382e-05, 0.649917, -0.1765, 0.579464, 1.29714e-05, -1.93787e-07, 1, -1.27434e-06, 
89.564, 0.649613, -0.17747, 0.579422, -0.000534275, -0.00164419, 0.999999, -1.38839e-05, 0.649917, -0.1765, 0.579464, 1.27832e-05, -1.90537e-07, 1, -1.27666e-06, 
89.664, 0.649609, -0.177419, 0.579435, -0.000497695, -0.00186045, 0.999998, -8.52614e-06, 0.649917, -0.1765, 0.579464, 1.25741e-05, -1.87082e-07, 1, -1.27557e-06, 
89.764, 0.649647, -0.177149, 0.579411, -0.000480394, -0.0021719, 0.999998, -5.97779e-06, 0.649917, -0.1765, 0.579464, 1.23446e-05, -1.8326e-07, 1, -1.27103e-06, 
89.864, 0.649632, -0.177168, 0.579397, -0.000508982, -0.00226035, 0.999997, -1.04903e-05, 0.649917, -0.1765, 0.579464, 1.20953e-05, -1.78969e-07, 1, -1.26299e-06, 
89.964, 0.649531, -0.176937, 0.579387, -0.000506222, -0.00241698, 0.999997, -1.20417e-05, 0.649917, -0.1765, 0.579464, 1.18268e-05, -1.74732e-07, 1, -1.25146e-06, 
90.064, 0.649504, -0.176633, 0.579368, -0.000559267, -0.0026633, 0.999996, -1.05611e-05, 0.649917, -0.1765, 0.579464, 1.15398e-05, -1.69818e-07, 1, -1.23654e-06, 
90.164, 0.649548, -0.176493, 0.579365, -0.000506737, -0.00281448, 0.999996, -9.63036e-06, 0.649917, -0.1765, 0.579464, 1.12349e-05, -1.65262e-07, 1, -1.21819e-06, 
90.264, 0.649616, -0.176459, 0.579408, -0.000389173, -0.0028693, 0.999996, -8.13664e-06, 0.649917, -0.1765, 0.579464, 1.0913e-05, -1.60057e-07, 1, -1.19646e-06, 
90.364, 0.649723, -0.176318, 0.579445, -0.000344258, -0.00307635, 0.999995, -8.25579e-06, 0.649917, -0.1765, 0.579464, 1.05749e-05, -1.55037e-07, 1, -1.17158e-06, 
90.464, 0.649702, -0.176295, 0.57945, -0.000318016, -0.00311638, 0.999995, -9.65867e-06, 0.649917, -0.1765, 0.579464, 1.02216e-05, -1.49662e-07, 1, -1.14351e-06, 
90.564, 0.649628, -0.176357, 0.579407, -0.000363168, -0.00310592, 0.999995, -9.8335e-06, 0.649917, -0.1765, 0.579464, 9.85413e-06, -1.44087e-07, 1, -1.1125e-06, 
90.664, 0.649666, -0.176319, 0.5794, -0.000356387, -0.00322386, 0.999995, -9.35584e-06, 0.649917, -0.1765, 0.579464, 9.47346e-06, -1.37987e-07, 1, -1.07864e-06, 
90.764, 0.649665, -0.176444, 0.579393, -0.000335271, -0.00314037, 0.999995, -7.98661e-06, 0.649917, -0.1765, 0.579464, 9.08076e-06, -1.32235e-07, 1, -1.04211e-06, 
90.864, 0.649683, -0.176551, 0.579385, -0.000297808, -0.00303133, 0.999995, -7.67194e-06, 0.649917, -0.1765, 0.579464, 8.67728e-06, -1.26111e-07, 1, -1.00312e-06, 
90.964, 0.649749, -0.176671, 0.579387, -0.000258591, -0.00302116, 0.999995, -5.87985e-06, 0.649917, -0.1765, 0.579464, 8.26427e-06, -1.1979e-07, 1, -9.61818e-07, 
91.064, 0.649663, -0.176946, 0.579369, -0.000262257, -0.00276054, 0.999996, -5.53986e-06, 0.649917, -0.1765, 0.579464, 7.84312e-06, -1.13484e-07, 1, -9.18479e-07, 
91.164, 0.649716, -0.176976, 0.579333, -0.000278762, -0.00277684, 0.999996, -8.4257e-06, 0.649917, -0.1765, 0.579464, 7.41525e-06, -1.07325e-07, 1, -8.73293e-07, 
91.264, 0.649735, -0.177124, 0.579346, -0.000219805, -0.00271244, 0.999996, -5.11101e-06, 0.649917, -0.1765, 0.579464, 6.98218e-06, -1.00652e-07, 1, -8.26612e-07, 
91.364, 0.649817, -0.177254, 0.579407, -0.000101199, -0.00253939, 0.999997, -2.59139e-06, 0.649917, -0.1765, 0.579464, 6.5455e-06, -9.43904e-08, 1, -7.78648e-07, 
91.464, 0.649911, -0.177224, 0.57942, -7.90272e-05, -0.00254756, 0.999997, -2.06302e-06, 0.649917, -0.1765, 0.579464, 6.10686e-06, -8.7841e-08, 1, -7.29605e-07, 
91.564, 0.649927, -0.177194, 0.579452, -2.61477e-05, -0.00241152, 0.999997, 2.57504e-07, 0.649917, -0.1765, 0.579464, 5.66801e-06, -8.12762e-08, 1, -6.79843e-07, 
91.664, 0.649942, -0.177187, 0.579467, -1.53035e-06, -0.00225298, 0.999997, -1.46532e-06, 0.649917, -0.1765, 0.579464, 5.23073e-06, -7.50625e-08, 1, -6.29607e-07, 
91.764, 0.649929, -0.177045, 0.579444, -2.59524e-05, -0.00224748, 0.999997, -1.17932e-06, 0.649917, -0.1765, 0.579464, 4.79691e-06, -6.88927e-08, 1, -5.79184e-07, 
91.864, 0.650065, -0.176833, 0.579463, 9.75549e-06, -0.00230743, 0.999997, 2.68376e-07, 0.649917, -0.1765, 0.579464, 4.36849e-06, -6.2336e-08, 1, -5.28939e-07, 
91.964, 0.650038, -0.176703, 0.579432, -2.87237e-05, -0.00231011, 0.999997, -1.27288e-06, 0.649917, -0.1765, 0.579464, 3.94748e-06, -5.60034e-08, 1, -4.7916e-07, 
92.064, 0.650053, -0.176555, 0.579461, 2.11481e-05, -0.00225017, 0.999997, 1.06793e-06, 0.649917, -0.1765, 0.579464, 3.53597e-06, -5.05323e-08, 1, -4.30106e-07, 
92.164, 0.650091, -0.176399, 0.579441, -1.24125e-06, -0.00221231, 0.999998, -5.09916e-07, 0.649917, -0.1765, 0.579464, 3.13606e-06, -4.4392e-08, 1, -3.82237e-07, 
92.264, 0.650068, -0.176175, 0.579374, -9.32075e-05, -0.00220933, 0.999998, -2.6688e-06, 0.649917, -0.1765, 0.579464, 2.74996e-06, -3.97752e-08, 1, -3.35607e-07, 
92.364, 0.650039, -0.176, 0.579388, -6.87466e-05, -0.00209543, 0.999998, -1.50462e-06, 0.649917, -0.1765, 0.579464, 2.37994e-06, -3.45469e-08, 1, -2.90811e-07, 
92.464, 0.649936, -0.17601, 0.579425, -1.31349e-05, -0.00191768, 0.999998, -3.79212e-07, 0.649917, -0.1765, 0.579464, 2.02826e-06, -2.9333e-08, 1, -2.48061e-07, 
92.564, 0.64981, -0.17613, 0.579403, -4.2559e-05, -0.00170702, 0.999999, 1.95143e-07, 0.649917, -0.1765, 0.579464, 1.69729e-06, -2.29642e-08, 1, -2.0775e-07, 
92.664, 0.649712, -0.176292, 0.579392, -5.84366e-05, -0.00147831, 0.999999, -1.68629e-06, 0.649917, -0.1765, 0.579464, 1.38939e-06, -1.97124e-08, 1, -1.70063e-07, 
92.764, 0.649667, -0.176428, 0.579393, -5.71703e-05, -0.00131484, 0.999999, -1.64783e-06, 0.649917, -0.1765, 0.579464, 1.10702e-06, -1.74732e-08, 1, -1.35449e-07, 
92.864, 0.649597, -0.176577, 0.579395, -5.40022e-05, -0.00121915, 0.999999, -1.55551e-06, 0.649917, -0.1765, 0.579464, 8.52644e-07, -9.12506e-09, 1, -1.04441e-07, 
92.964, 0.649542, -0.176713, 0.579399, -4.84582e-05, -0.00115448, 0.999999, -1.39353e-06, 0.649917, -0.1765, 0.579464, 6.28813e-07, -9.12506e-09, 1, -7.67084e-08, 
93.064, 0.64952, -0.174512, 0.579286, -0.00018975, -0.00104329, 0.999999, -2.14848e-05, 0.649879, -0.173702, 0.579464, 1.00181e-06, -1.89953e-08, 1, -1.09374e-07, 
93.164, 0.649548, -0.16809, 0.579355, 1.39549e-06, -0.00152787, 0.999999, -8.00489e-06, 0.649576, -0.167426, 0.579464, 2.91016e-06, -4.74152e-08, 1, -3.1842e-07, 
93.264, 0.649251, -0.161667, 0.579412, 0.000211422, -0.00178173, 0.999998, 5.34648e-06, 0.649075, -0.161186, 0.579464, 4.7055e-06, -7.20437e-08, 1, -4.83944e-07, 
93.364, 0.648795, -0.155372, 0.579432, 0.000405305, -0.0018783, 0.999998, 2.45087e-05, 0.648486, -0.155008, 0.579464, 6.17919e-06, -9.14026e-08, 1, -5.81742e-07, 
93.464, 0.648358, -0.149219, 0.579403, 0.00056169, -0.00200089, 0.999998, 5.0517e-05, 0.6479, -0.148916, 0.579464, 7.30862e-06, -1.07712e-07, 1, -6.18308e-07, 
93.564, 0.648188, -0.143037, 0.579432, 0.000814471, -0.00204213, 0.999998, 9.12401e-05, 0.647391, -0.142933, 0.579464, 8.09459e-06, -1.1886e-07, 1, -6.04646e-07, 
93.664, 0.648048, -0.137085, 0.579481, 0.00109534, -0.00205244, 0.999997, 0.000145546, 0.647021, -0.137082, 0.579464, 8.54812e-06, -1.25117e-07, 1, -5.53478e-07, 
93.764, 0.648056, -0.131373, 0.579515, 0.00133767, -0.00209039, 0.999997, 0.00020609, 0.646839, -0.131388, 0.579464, 8.68709e-06, -1.27751e-07, 1, -4.77535e-07, 
93.864, 0.648189, -0.125861, 0.579469, 0.0014109, -0.00201931, 0.999997, 0.000242434, 0.646886, -0.125872, 0.579464, 8.53401e-06, -1.25559e-07, 1, -3.89752e-07, 
93.964, 0.648474, -0.12054, 0.579442, 0.00143532, -0.00193884, 0.999997, 0.000272132, 0.647193, -0.120557, 0.579464, 8.11444e-06, -1.19558e-07, 1, -3.01541e-07, 
94.064, 0.64905, -0.115417, 0.579425, 0.00146224, -0.00186977, 0.999997, 0.000301161, 0.647786, -0.115462, 0.579464, 7.4558e-06, -1.10259e-07, 1, -2.22958e-07, 
94.164, 0.649889, -0.110577, 0.57938, 0.00144491, -0.00177543, 0.999997, 0.000318456, 0.648685, -0.110608, 0.579464, 6.58638e-06, -9.70007e-08, 1, -1.62979e-07, 
94.264, 0.65106, -0.105946, 0.579362, 0.00143156, -0.00167914, 0.999998, 0.000335352, 0.649903, -0.106014, 0.579464, 5.53466e-06, -8.07624e-08, 1, -1.27968e-07, 
94.364, 0.652346, -0.101565, 0.579422, 0.00150938, -0.0015998, 0.999998, 0.000372984, 0.65145, -0.101699, 0.579464, 4.32867e-06, -6.2336e-08, 1, -1.22652e-07, 
94.464, 0.653963, -0.0976041, 0.579406, 0.00143012, -0.00159331, 0.999998, 0.000369376, 0.653332, -0.0976792, 0.579464, 2.99557e-06, -4.28003e-08, 1, -1.49477e-07, 
94.564, 0.65583, -0.0939647, 0.579201, 0.00100225, -0.00142952, 0.999998, 0.000262894, 0.655552, -0.0939704, 0.579464, 1.56121e-06, -1.82501e-08, 1, -2.09943e-07, 
94.664, 0.658052, -0.0906333, 0.579321, 0.00100652, -0.00128804, 0.999999, 0.000275289, 0.658108, -0.0905873, 0.579464, 4.998e-08, 0, 1, -3.04017e-07, 
94.764, 0.660822, -0.0876201, 0.579226, 0.000638504, -0.00118985, 0.999999, 0.000175694, 0.660997, -0.0875434, 0.579464, -1.51483e-06, 3.1168e-08, 1, -4.38952e-07, 
94.864, 0.663912, -0.084965, 0.579297, 0.000495444, -0.00101896, 0.999999, 0.000136608, 0.664213, -0.0848505, 0.579464, -3.11466e-06, 5.64968e-08, 1, -5.88714e-07, 
94.964, 0.667261, -0.0827121, 0.579605, 0.000697165, -0.000895628, 0.999999, 0.000196725, 0.667748, -0.0825195, 0.579464, -4.72974e-06, 8.22944e-08, 1, -7.61182e-07, 
95.064, 0.670917, -0.080812, 0.579319, 5.83198e-05, -0.000747251, 1, 6.39718e-06, 0.67159, -0.0805593, 0.579464, -6.34351e-06, 1.08738e-07, 1, -9.51912e-07, 
95.164, 0.674901, -0.0792875, 0.579514, 0.000138779, -0.000537574, 1, 3.26229e-05, 0.675729, -0.0789778, 0.579464, -7.94138e-06, 1.35039e-07, 1, -1.15564e-06, 
95.264, 0.679242, -0.0779601, 0.579423, -0.000144556, -0.000477385, 1, -6.02234e-05, 0.68015, -0.0777812, 0.579464, -9.51069e-06, 1.61095e-07, 1, -1.36658e-06, 
95.364, 0.683998, -0.0765984, 0.579159, -0.000601069, -0.00040063, 1, -0.000196707, 0.684837, -0.0769742, 0.579464, -1.10405e-05, 1.8619e-07, 1, -1.57917e-06, 
95.464, 0.68899, -0.0762521, 0.579663, 5.80453e-05, 0.000876987, 1, 4.27539e-06, 0.689774, -0.07656, 0.579464, -1.25216e-05, 2.10997e-07, 1, -1.78789e-06, 
95.564, 0.694327, -0.0761676, 0.579271, -0.000414009, 0.00169284, 0.999998, -0.00013499, 0.694942, -0.0765402, 0.579464, -1.39462e-05, 2.34841e-07, 1, -1.98769e-06, 
95.664, 0.699847, -0.0764567, 0.579502, 6.13415e-05, 0.00237312, 0.999997, 2.32257e-06, 0.700323, -0.0769149, 0.579464, -1.53078e-05, 2.57396e-07, 1, -2.17389e-06, 
95.764, 0.705678, -0.0771868, 0.579394, 0.000205031, 0.00299279, 0.999995, 4.90934e-05, 0.705895, -0.0776827, 0.579464, -1.66011e-05, 2.78775e-07, 1, -2.34249e-06, 
95.864, 0.711872, -0.0781825, 0.579276, 0.000415513, 0.0034597, 0.999994, 0.00010872, 0.711637, -0.0788404, 0.579464, -1.78217e-05, 2.99185e-07, 1, -2.49003e-06, 
95.964, 0.71795, -0.0796341, 0.579584, 0.0010305, 0.00388767, 0.999992, 0.000268131, 0.717529, -0.0803836, 0.579464, -1.89664e-05, 3.18158e-07, 1, -2.61371e-06, 
96.064, 0.724117, -0.0814943, 0.579147, 0.000676958, 0.00425698, 0.999991, 0.000168835, 0.723545, -0.0823061, 0.579464, -2.00321e-05, 3.35648e-07, 1, -2.7114e-06, 
96.164, 0.730372, -0.0837192, 0.579556, 0.00126998, 0.00451681, 0.999989, 0.000313872, 0.729664, -0.0846003, 0.579464, -2.10169e-05, 3.5168e-07, 1, -2.78164e-06, 
96.264, 0.736658, -0.0862674, 0.57933, 0.00108869, 0.00464614, 0.999989, 0.000257143, 0.735862, -0.0872573, 0.579464, -2.1919e-05, 3.66179e-07, 1, -2.82354e-06, 
96.364, 0.742802, -0.0894182, 0.579415, 0.00121977, 0.00492792, 0.999987, 0.000272067, 0.742114, -0.0902664, 0.579464, -2.27372e-05, 3.79468e-07, 1, -2.83686e-06, 
96.464, 0.749102, -0.092743, 0.579434, 0.0012916, 0.00502942, 0.999986, 0.000278468, 0.748395, -0.0936159, 0.579464, -2.34705e-05, 3.9096e-07, 1, -2.82187e-06, 
96.564, 0.755447, -0.0963801, 0.579353, 0.00118748, 0.00521395, 0.999986, 0.000237011, 0.754682, -0.0972924, 0.579464, -2.41182e-05, 4.01226e-07, 1, -2.77938e-06, 
96.664, 0.761761, -0.100289, 0.579601, 0.00150161, 0.00531392, 0.999985, 0.000283065, 0.760949, -0.101282, 0.579464, -2.46799e-05, 4.09748e-07, 1, -2.71061e-06, 
96.764, 0.768066, -0.104449, 0.579427, 0.00134782, 0.0052547, 0.999985, 0.000238978, 0.767173, -0.105568, 0.579464, -2.51553e-05, 4.16833e-07, 1, -2.61716e-06, 
96.864, 0.774064, -0.109093, 0.579327, 0.00119905, 0.00534921, 0.999985, 0.000193902, 0.773328, -0.110134, 0.579464, -2.55442e-05, 4.22488e-07, 1, -2.50104e-06, 
96.964, 0.780149, -0.11398, 0.579572, 0.00148778, 0.00530327, 0.999985, 0.000222341, 0.77939, -0.114961, 0.579464, -2.58467e-05, 4.26639e-07, 1, -2.36446e-06, 
97.064, 0.786026, -0.119078, 0.579455, 0.00131353, 0.00515652, 0.999986, 0.000181551, 0.785335, -0.120032, 0.579464, -2.60629e-05, 4.29266e-07, 1, -2.2099e-06, 
97.164, 0.791904, -0.124503, 0.579532, 0.00142286, 0.0051685, 0.999986, 0.000177576, 0.79114, -0.125326, 0.579464, -2.61929e-05, 4.3046e-07, 1, -2.04002e-06, 
97.264, 0.797531, -0.130137, 0.579621, 0.00147853, 0.00507776, 0.999986, 0.000162687, 0.796783, -0.130821, 0.579464, -2.6237e-05, 4.30332e-07, 1, -1.85754e-06, 
97.364, 0.803058, -0.135898, 0.579612, 0.00147233, 0.00494415, 0.999987, 0.000140286, 0.80224, -0.136497, 0.579464, -2.61957e-05, 4.28684e-07, 1, -1.66538e-06, 
97.464, 0.808337, -0.141853, 0.579595, 0.00143671, 0.00479158, 0.999987, 0.000121392, 0.807491, -0.142331, 0.579464, -2.60695e-05, 4.25499e-07, 1, -1.46642e-06, 
97.564, 0.813223, -0.147989, 0.579611, 0.0013856, 0.00475584, 0.999988, 0.000100786, 0.812514, -0.148299, 0.579464, -2.58589e-05, 4.21073e-07, 1, -1.26346e-06, 
97.664, 0.817961, -0.15413, 0.579646, 0.00137741, 0.00469475, 0.999988, 7.94346e-05, 0.817291, -0.154379, 0.579464, -2.55646e-05, 4.15332e-07, 1, -1.05941e-06, 
97.764, 0.822527, -0.160215, 0.579594, 0.00130294, 0.00448173, 0.999989, 5.92093e-05, 0.821801, -0.160546, 0.579464, -2.51875e-05, 4.08255e-07, 1, -8.56946e-07, 
97.864, 0.826896, -0.166278, 0.579666, 0.00136291, 0.00423973, 0.99999, 4.88732e-05, 0.826028, -0.166777, 0.579464, -2.47284e-05, 3.99632e-07, 1, -6.58776e-07, 
97.964, 0.830884, -0.172385, 0.579622, 0.00126624, 0.00399437, 0.999991, 2.66247e-05, 0.829954, -0.173045, 0.579464, -2.41885e-05, 3.89894e-07, 1, -4.67223e-07, 
98.064, 0.834516, -0.178665, 0.579703, 0.00135736, 0.00388387, 0.999992, 1.38388e-05, 0.833564, -0.179327, 0.579464, -2.35689e-05, 3.78956e-07, 1, -2.84638e-07, 
98.164, 0.837811, -0.184838, 0.579692, 0.00132424, 0.00365651, 0.999992, -3.93875e-06, 0.836844, -0.185598, 0.579464, -2.28712e-05, 3.66634e-07, 1, -1.13116e-07, 
98.264, 0.840701, -0.191116, 0.579697, 0.00128513, 0.00352562, 0.999993, -1.9775e-05, 0.839781, -0.191833, 0.579464, -2.20967e-05, 3.53098e-07, 1, 4.50129e-08, 
98.364, 0.843127, -0.197459, 0.579681, 0.0012154, 0.00340335, 0.999993, -3.43725e-05, 0.842363, -0.198008, 0.579464, -2.12474e-05, 3.38571e-07, 1, 1.89148e-07, 
98.464, 0.845279, -0.20361, 0.579648, 0.00109869, 0.00321497, 0.999994, -4.19427e-05, 0.844581, -0.204097, 0.579464, -2.03251e-05, 3.22878e-07, 1, 3.16715e-07, 
98.564, 0.847143, -0.209561, 0.579702, 0.00113068, 0.00296653, 0.999995, -5.83687e-05, 0.846425, -0.210078, 0.579464, -1.93322e-05, 3.06109e-07, 1, 4.27094e-07, 
98.664, 0.848629, -0.215412, 0.579722, 0.0011177, 0.00279863, 0.999995, -6.82582e-05, 0.847888, -0.215926, 0.579464, -1.8271e-05, 2.88415e-07, 1, 5.1922e-07, 
98.764, 0.849694, -0.221139, 0.579696, 0.00103769, 0.00263877, 0.999996, -7.50171e-05, 0.848964, -0.221619, 0.579464, -1.71443e-05, 2.69408e-07, 1, 5.92075e-07, 
98.864, 0.850363, -0.226596, 0.579622, 0.00090608, 0.00241371, 0.999997, -7.53151e-05, 0.84965, -0.227134, 0.579464, -1.5955e-05, 2.50122e-07, 1, 6.45024e-07, 
98.964, 0.850751, -0.231981, 0.579725, 0.001026, 0.00228607, 0.999997, -9.19451e-05, 0.849941, -0.232448, 0.579464, -1.47061e-05, 2.29642e-07, 1, 6.7747e-07, 
99.064, 0.850583, -0.237212, 0.579702, 0.000973497, 0.00219465, 0.999997, -9.73408e-05, 0.849838, -0.237542, 0.579464, -1.34013e-05, 2.08483e-07, 1, 6.88927e-07, 
99.164, 0.850161, -0.242096, 0.579733, 0.000986126, 0.0020354, 0.999997, -0.000107708, 0.849341, -0.242395, 0.579464, -1.20441e-05, 1.87082e-07, 1, 6.78842e-07, 
99.264, 0.849208, -0.246447, 0.579704, 0.000898848, 0.00177751, 0.999998, -0.000106827, 0.848452, -0.246988, 0.579464, -1.06386e-05, 1.64757e-07, 1, 6.46915e-07, 
99.364, 0.847824, -0.250788, 0.579668, 0.000806903, 0.00163933, 0.999998, -0.000105126, 0.847173, -0.251303, 0.579464, -9.18905e-06, 1.42148e-07, 1, 5.9238e-07, 
99.464, 0.845962, -0.254935, 0.579602, 0.000657149, 0.00160494, 0.999998, -9.28564e-05, 0.845511, -0.255323, 0.579464, -7.69996e-06, 1.19209e-07, 1, 5.14926e-07, 
99.564, 0.844012, -0.258703, 0.57952, 0.000522541, 0.00147019, 0.999999, -7.99411e-05, 0.843471, -0.259031, 0.579464, -6.17625e-06, 9.58493e-08, 1, 4.13994e-07, 
99.664, 0.841486, -0.262117, 0.579278, -0.000123158, 0.00136958, 0.999999, 3.36753e-06, 0.841062, -0.262414, 0.579464, -4.62323e-06, 7.28101e-08, 1, 2.8904e-07, 
99.764, 0.838396, -0.265206, 0.579231, -0.000610188, 0.00129678, 0.999999, 7.22673e-05, 0.838294, -0.265458, 0.579464, -3.04653e-06, 4.97016e-08, 1, 1.39984e-07, 
99.864, 0.835009, -0.267904, 0.579326, -0.000935056, 0.00119961, 0.999999, 0.00012436, 0.835176, -0.26815, 0.579464, -1.45185e-06, 2.68635e-08, 1, -3.332e-08, 
99.964, 0.83138, -0.270284, 0.579309, -0.00119004, 0.00102142, 0.999999, 0.000167685, 0.831722, -0.270481, 0.579464, 1.5251e-07, 0, 1, -2.35726e-07, 
100.064, 0.827529, -0.272326, 0.579362, -0.00134771, 0.000935143, 0.999999, 0.000198594, 0.827946, -0.272441, 0.579464, 1.76761e-06, -2.23517e-08, 1, -4.67609e-07, 
100.164, 0.823362, -0.273831, 0.579383, -0.00141848, 0.000686031, 0.999999, 0.0002184, 0.823861, -0.274023, 0.579464, 3.38242e-06, -4.56253e-08, 1, -7.12223e-07, 
100.264, 0.818942, -0.274877, 0.579401, -0.00150753, 0.000547027, 0.999999, 0.000235374, 0.819485, -0.275219, 0.579464, 4.99165e-06, -6.82857e-08, 1, -9.79277e-07, 
100.364, 0.814251, -0.275645, 0.579368, -0.00161953, 0.000381779, 0.999999, 0.000260299, 0.814834, -0.276026, 0.579464, 6.58921e-06, -9.14026e-08, 1, -1.268e-06, 
100.464, 0.8093, -0.276089, 0.579465, -0.00157785, 0.00031184, 0.999999, 0.000256834, 0.809926, -0.27644, 0.579464, 8.16907e-06, -1.14094e-07, 1, -1.57622e-06, 
100.564, 0.804089, -0.276083, 0.5794, -0.00167582, 0.000227087, 0.999999, 0.000274201, 0.804782, -0.27646, 0.579464, 9.7253e-06, -1.36062e-07, 1, -1.90144e-06, 
100.664, 0.798637, -0.275776, 0.579415, -0.00167109, 0.000215116, 0.999999, 0.000277035, 0.799422, -0.276085, 0.579464, 1.12521e-05, -1.57787e-07, 1, -2.24064e-06, 
100.764, 0.793063, -0.275008, 0.579394, -0.00169657, 0.000178151, 0.999999, 0.000282529, 0.793866, -0.275317, 0.579464, 1.2744e-05, -1.78736e-07, 1, -2.59044e-06, 
100.864, 0.78727, -0.273989, 0.579416, -0.00166518, 0.000127118, 0.999999, 0.000278719, 0.788137, -0.27416, 0.579464, 1.41955e-05, -1.98946e-07, 1, -2.94706e-06, 
100.964, 0.781144, -0.272822, 0.57941, -0.00166013, 0.000100912, 0.999999, 0.000276316, 0.782256, -0.272617, 0.579464, 1.56015e-05, -2.1843e-07, 1, -3.3064e-06, 
101.064, 0.774926, -0.271352, 0.579422, -0.00163483, -0.00025196, 0.999999, 0.000271259, 0.776249, -0.270694, 0.579464, 1.69572e-05, -2.37427e-07, 1, -3.66407e-06, 
101.164, 0.768948, -0.268949, 0.579463, -0.0015354, -0.00128607, 0.999998, 0.000253327, 0.770137, -0.2684, 0.579464, 1.82579e-05, -2.55393e-07, 1, -4.01558e-06, 
101.264, 0.762734, -0.266268, 0.579425, -0.00155035, -0.0020429, 0.999997, 0.000251557, 0.763945, -0.265743, 0.579464, 1.9499e-05, -2.72583e-07, 1, -4.35628e-06, 
101.364, 0.75648, -0.263329, 0.579462, -0.00149434, -0.00265614, 0.999995, 0.000236588, 0.757698, -0.262734, 0.579464, 2.06764e-05, -2.88992e-07, 1, -4.68149e-06, 
101.464, 0.750206, -0.259979, 0.579475, -0.00145276, -0.00325535, 0.999994, 0.000221989, 0.751421, -0.259384, 0.579464, 2.17858e-05, -3.04473e-07, 1, -4.98652e-06, 
101.564, 0.743994, -0.256304, 0.579468, -0.00140528, -0.00374747, 0.999992, 0.00020741, 0.745137, -0.255708, 0.579464, 2.28233e-05, -3.18812e-07, 1, -5.26683e-06, 
101.664, 0.7377, -0.252388, 0.57945, -0.00137999, -0.00410679, 0.999991, 0.000196545, 0.738872, -0.251718, 0.579464, 2.37849e-05, -3.32032e-07, 1, -5.51801e-06, 
101.764, 0.731597, -0.248391, 0.579516, -0.00127376, -0.00437254, 0.99999, 0.000167447, 0.732651, -0.247432, 0.579464, 2.46667e-05, -3.44262e-07, 1, -5.73585e-06, 
101.864, 0.725504, -0.243758, 0.579439, -0.00129544, -0.00468871, 0.999988, 0.000163002, 0.726498, -0.242867, 0.579464, 2.54646e-05, -3.55448e-07, 1, -5.91647e-06, 
101.964, 0.719507, -0.238875, 0.579464, -0.00120786, -0.00487534, 0.999987, 0.000141247, 0.720438, -0.238039, 0.579464, 2.61747e-05, -3.6523e-07, 1, -6.05633e-06, 
102.064, 0.713538, -0.233782, 0.579471, -0.00118318, -0.00497888, 0.999987, 0.000119349, 0.714494, -0.232968, 0.579464, 2.67929e-05, -3.74127e-07, 1, -6.15233e-06, 
102.164, 0.707805, -0.228402, 0.57948, -0.00110562, -0.00510896, 0.999986, 0.000102608, 0.708689, -0.227674, 0.579464, 2.73149e-05, -3.81401e-07, 1, -6.20191e-06, 
102.264, 0.702173, -0.222799, 0.579474, -0.00110847, -0.00520712, 0.999986, 9.22586e-05, 0.703048, -0.222179, 0.579464, 2.77364e-05, -3.87681e-07, 1, -6.20307e-06, 
102.364, 0.696817, -0.217005, 0.579445, -0.00108515, -0.0053134, 0.999985, 7.48791e-05, 0.697591, -0.216503, 0.579464, 2.8053e-05, -3.92342e-07, 1, -6.15456e-06, 
102.464, 0.691597, -0.21108, 0.579466, -0.00105484, -0.00537228, 0.999985, 5.85801e-05, 0.692341, -0.210669, 0.579464, 2.82601e-05, -3.95758e-07, 1, -6.05587e-06, 
102.564, 0.686569, -0.20495, 0.579467, -0.00102129, -0.0054722, 0.999985, 4.20311e-05, 0.687318, -0.204701, 0.579464, 2.83531e-05, -3.97717e-07, 1, -5.90739e-06, 
102.664, 0.681881, -0.198875, 0.57949, -0.000944373, -0.00542346, 0.999985, 2.02543e-05, 0.682542, -0.198621, 0.579464, 2.83275e-05, -3.98031e-07, 1, -5.71046e-06, 
