Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, q_r7, q_r8, q_r9, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, dq_r7, dq_r8, dq_r9, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, q_n7, q_n8, q_n9, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6, dq_n7, dq_n8, dq_n9
293.93, 0.130641, -0.264209, -0.170265, 1.50507, 0.370532, -1.8542, -9.49246e-06, -1.65365, 1.32653, 0.101031, -0.102137, -0.00122819, 0.66874, 0.110928, -0.06418, 0.00284774, -0.0493608, 0.673964, 0.130711, -0.264402, -0.169953, 1.51332, 0.371141, -1.8544, -2.91929e-05, -1.65828, 1.34336, 0.102905, -0.102308, 0.000360637, 0.664496, 0.109803, -0.0583995, 1.07167e-05, -0.0514541, 0.664857, 
294.03, 0.140963, -0.27464, -0.170432, 1.57195, 0.380627, -1.85934, -2.18326e-05, -1.65837, 1.39341, 0.100036, -0.101805, -0.000153524, 0.656062, 0.0887427, -0.0427867, -0, -0.0436653, 0.657827, 0.140986, -0.274659, -0.169954, 1.57912, 0.380812, -1.85949, -2.7854e-05, -1.66287, 1.40916, 0.102688, -0.10278, -0.000278825, 0.650567, 0.0837139, -0.0435311, 1.5822e-05, -0.0402376, 0.65029, 
294.13, 0.151111, -0.284896, -0.170442, 1.6357, 0.387756, -1.86307, 1.32894e-05, -1.66204, 1.45733, 0.105563, -0.105342, -0.00353106, 0.62833, 0.0649723, -0.0324862, 0.00569547, -0.0322743, 0.635995, 0.151261, -0.284948, -0.169989, 1.64324, 0.387891, -1.86314, -2.6041e-05, -1.66631, 1.47325, 0.102835, -0.102942, -0.000336295, 0.630804, 0.0578174, -0.0295611, 2.01882e-05, -0.0283144, 0.630469, 
294.23, 0.161316, -0.295246, -0.17053, 1.69788, 0.392423, -1.86534, -3.60713e-05, -1.66464, 1.51972, 0.102358, -0.10479, -0.000614097, 0.606937, 0.0340709, -0.00792345, -0.00379698, -0.0161372, 0.608466, 0.161552, -0.295241, -0.170012, 1.70506, 0.392352, -1.86541, -2.38316e-05, -1.6685, 1.53504, 0.102953, -0.102898, -0.000114483, 0.604566, 0.0312589, -0.0158056, 2.3804e-05, -0.015514, 0.604454, 
294.33, 0.171604, -0.305626, -0.170473, 1.75724, 0.394683, -1.86638, -1.61372e-05, -1.66595, 1.57926, 0.104568, -0.0999259, 0.00429868, 0.579997, 0.0110928, -0.00633876, 0.0132894, -0, 0.583786, 0.171845, -0.305526, -0.170011, 1.76395, 0.39411, -1.8663, -2.12939e-05, -1.66938, 1.59394, 0.10289, -0.102808, 0.000123213, 0.572365, 0.00375365, -0.00187746, 2.67986e-05, -0.00193896, 0.572492, 
294.43, 0.181962, -0.315973, -0.170241, 1.8135, 0.394542, -1.86649, -3.41728e-05, -1.66611, 1.63569, 0.100479, -0.104237, 0.0062945, 0.52691, -0.0110928, 0.00316938, -0.00284774, -0, 0.535374, 0.182063, -0.3158, -0.169895, 1.81898, 0.393036, -1.86575, -1.84441e-05, -1.66886, 1.64908, 0.100501, -0.102655, 0.00355199, 0.521603, -0.0259984, 0.0131503, 3.04677e-05, 0.012781, 0.525159, 
294.53, 0.191928, -0.326241, -0.169662, 1.8637, 0.391385, -1.86549, -2.94266e-05, -1.6653, 1.68672, 0.0993732, -0.102689, 0.00660155, 0.481746, -0.0578412, 0.0182239, -0.00379698, 0.0104417, 0.492658, 0.192035, -0.326074, -0.169446, 1.86882, 0.389009, -1.86371, -1.53513e-05, -1.66688, 1.69937, 0.0996536, -0.102885, 0.00450001, 0.479543, -0.0537678, 0.0274434, 3.09648e-05, 0.0262593, 0.484047, 
294.63, 0.201989, -0.336542, -0.169129, 1.91064, 0.385098, -1.86272, -7.59396e-06, -1.66342, 1.73447, 0.102579, -0.103684, 0.00245639, 0.450845, -0.0713111, 0.0324862, -0, 0.0256296, 0.462283, 0.202086, -0.336381, -0.169101, 1.9154, 0.382394, -1.8603, -1.22846e-05, -1.66368, 1.7463, 0.101571, -0.10323, 0.00222876, 0.452974, -0.0782131, 0.0405433, 3.04362e-05, 0.0376064, 0.455207, 
294.73, 0.212157, -0.346769, -0.168905, 1.9545, 0.376443, -1.85819, -9.49246e-07, -1.66024, 1.77897, 0.10479, -0.104126, -0.00245639, 0.429451, -0.0982508, 0.0586336, -0, 0.0446145, 0.426211, 0.212347, -0.346715, -0.168991, 1.95936, 0.373394, -1.85559, -9.2569e-06, -1.6594, 1.79037, 0.10348, -0.103418, 0.000155861, 0.425239, -0.101756, 0.0538602, 3.02478e-05, 0.0478325, 0.425398, 
294.83, 0.22258, -0.357027, -0.168806, 1.99577, 0.365278, -1.85238, -3.79698e-06, -1.65587, 1.82067, 0.103574, -0.103132, 0.000767622, 0.396965, -0.127568, 0.0649723, -0, 0.046513, 0.403429, 0.222739, -0.357059, -0.169026, 2.00022, 0.362057, -1.84951, -6.24582e-06, -1.65415, 1.83119, 0.104158, -0.103452, -0.00066393, 0.390945, -0.124842, 0.0678067, 3.00069e-05, 0.056972, 0.390284, 
294.93, 0.233123, -0.367429, -0.168722, 2.03376, 0.351762, -1.84495, -1.32894e-05, -1.65016, 1.85913, 0.10291, -0.100921, 0.00107467, 0.354178, -0.142622, 0.0744805, -0.00284774, 0.0569547, 0.366409, 0.233146, -0.367403, -0.169093, 2.03744, 0.348473, -1.84202, -3.29403e-06, -1.64806, 1.86835, 0.103879, -0.10342, -0.000589094, 0.353408, -0.146517, 0.0820151, 2.90134e-05, 0.0644391, 0.352821, 
295.03, 0.243541, -0.377708, -0.16873, 2.06778, 0.336031, -1.83606, -9.49246e-07, -1.64362, 1.89351, 0.104016, -0.102247, 0.00260991, 0.319315, -0.170354, 0.0998355, -0, 0.0683457, 0.321794, 0.243508, -0.377743, -0.169135, 2.07096, 0.33283, -1.83311, -4.88825e-07, -1.64133, 1.90182, 0.10338, -0.103386, -0.000250047, 0.317514, -0.165928, 0.0960678, 2.71346e-05, 0.0697998, 0.317266, 
295.13, 0.253815, -0.38784, -0.168675, 2.09802, 0.318952, -1.82596, -8.54321e-06, -1.63686, 1.92444, 0.104568, -0.101916, 0.00245639, 0.298714, -0.178278, 0.0998355, -0, 0.0598025, 0.303759, 0.253865, -0.388036, -0.169111, 2.1013, 0.315566, -1.82293, 2.07996e-06, -1.63425, 1.93219, 0.10443, -0.101653, 0.00138937, 0.294103, -0.175343, 0.105248, 2.4062e-05, 0.0700404, 0.295494, 
295.23, 0.264313, -0.397918, -0.168468, 2.1266, 0.300968, -1.81494, -1.42387e-05, -1.63011, 1.95377, 0.103905, -0.0999259, 0.00153524, 0.271774, -0.183032, 0.121229, -0.00379698, 0.0702442, 0.271484, 0.264348, -0.39814, -0.168916, 2.12955, 0.297511, -1.8119, 4.33569e-06, -1.62724, 1.96064, 0.104823, -0.100984, 0.00205981, 0.268718, -0.187902, 0.116981, 2.15011e-05, 0.0708703, 0.270779, 
295.33, 0.274787, -0.408077, -0.168366, 2.15225, 0.281237, -1.8024, -3.79698e-06, -1.62316, 1.98009, 0.104679, -0.102468, 0.00199582, 0.238496, -0.206802, 0.125191, -0, 0.061701, 0.25155, 0.274781, -0.408299, -0.168752, 2.15484, 0.277773, -1.79937, 6.38685e-06, -1.62004, 1.98609, 0.10376, -0.102317, 0.00111402, 0.236925, -0.206985, 0.133931, 1.97568e-05, 0.0730011, 0.238039, 
295.43, 0.285101, -0.418597, -0.168327, 2.17511, 0.259446, -1.78806, -2.65789e-05, -1.61565, 2.0035, 0.10291, -0.106448, -0.00168877, 0.212349, -0.224234, 0.1656, -0.00664472, 0.0797366, 0.220225, 0.285105, -0.418601, -0.168692, 2.17707, 0.256202, -1.78512, 8.25387e-06, -1.61272, 2.00838, 0.102807, -0.103602, 0.00014186, 0.208801, -0.223645, 0.150724, 1.77433e-05, 0.0728683, 0.208943, 
295.53, 0.295364, -0.428714, -0.168532, 2.19491, 0.23669, -1.77243, 4.74623e-06, -1.60847, 2.02391, 0.101695, -0.103684, -0.000921146, 0.194917, -0.238496, 0.164808, -0, 0.061701, 0.196494, 0.295365, -0.428992, -0.168705, 2.19682, 0.233215, -1.7693, 9.89991e-06, -1.60556, 2.02812, 0.102518, -0.104091, -0.000305973, 0.187314, -0.235324, 0.165366, 1.54057e-05, 0.0699072, 0.187008, 
295.63, 0.30571, -0.439289, -0.168692, 2.21326, 0.212507, -1.75497, -0, -1.60168, 2.04264, 0.10291, -0.103795, -0.00230286, 0.172731, -0.241665, 0.187786, -0, 0.0664472, 0.17561, 0.305624, -0.439398, -0.168739, 2.2147, 0.20926, -1.7521, 1.13116e-05, -1.5988, 2.04596, 0.102705, -0.103971, -0.00033408, 0.170784, -0.243337, 0.178326, 1.31168e-05, 0.0649647, 0.17045, 
295.73, 0.315897, -0.449588, -0.168938, 2.22959, 0.188028, -1.73677, -1.89849e-06, -1.59569, 2.05957, 0.102247, -0.103795, -0.00353106, 0.156092, -0.248796, 0.187786, 0.00379698, 0.0531578, 0.164219, 0.31591, -0.44978, -0.168767, 2.23106, 0.184602, -1.73365, 1.2505e-05, -1.5926, 2.0623, 0.103, -0.103676, -0.000209089, 0.156722, -0.24967, 0.19074, 1.10537e-05, 0.0588877, 0.156513, 
295.83, 0.326242, -0.460076, -0.168968, 2.24501, 0.162484, -1.71677, -1.51879e-05, -1.59, 2.07536, 0.102468, -0.102689, -0.00138172, 0.144999, -0.258305, 0.208387, 0.00284774, 0.054107, 0.153778, 0.32622, -0.460137, -0.168782, 2.24608, 0.159344, -1.71395, 1.35025e-05, -1.58705, 2.0773, 0.103186, -0.103476, -0.000104864, 0.143751, -0.255453, 0.203337, 9.19066e-06, 0.0520766, 0.143645, 
295.93, 0.336541, -0.470409, -0.169073, 2.25888, 0.136653, -1.69585, 2.37311e-05, -1.58498, 2.08981, 0.102579, -0.103021, -0.000921146, 0.132322, -0.255135, 0.203633, 0.00379698, 0.046513, 0.132894, 0.336543, -0.470481, -0.16879, 2.25984, 0.133522, -1.69297, 1.43208e-05, -1.58221, 2.09105, 0.103241, -0.103418, -6.79129e-05, 0.131622, -0.260934, 0.216273, 7.46265e-06, 0.0446247, 0.131553, 
296.03, 0.346891, -0.480847, -0.169196, 2.27174, 0.11013, -1.67348, -1.13909e-05, -1.58064, 2.10287, 0.102358, -0.104347, 0, 0.121229, -0.262266, 0.227403, -0, 0.0455638, 0.124351, 0.346866, -0.480823, -0.168797, 2.27244, 0.107171, -1.67069, 1.49715e-05, -1.57814, 2.10364, 0.103232, -0.103436, -7.58407e-05, 0.120539, -0.265989, 0.22941, 5.84121e-06, 0.0365457, 0.120463, 
296.13, 0.357071, -0.49113, -0.169231, 2.28316, 0.0836479, -1.65017, 9.49246e-06, -1.5774, 2.11497, 0.104126, -0.103463, -1.38778e-17, 0.111721, -0.269397, 0.24325, -0, 0.0237311, 0.115808, 0.357189, -0.491168, -0.168806, 2.28399, 0.0803417, -1.64709, 1.54655e-05, -1.57492, 2.11518, 0.103222, -0.103461, -9.53145e-05, 0.110652, -0.270515, 0.242604, 4.32831e-06, 0.0278805, 0.110556, 
296.23, 0.367512, -0.501534, -0.169185, 2.29411, 0.0561052, -1.62497, -2.27819e-05, -1.57497, 2.12617, 0.103463, -0.104126, -0.00214934, 0.102213, -0.275736, 0.268605, -0, 0.0246804, 0.105366, 0.367512, -0.501514, -0.168816, 2.29461, 0.0530852, -1.62217, 1.5814e-05, -1.57259, 2.12579, 0.103233, -0.103463, -0.000107961, 0.10191, -0.274542, 0.255814, 2.93086e-06, 0.0186997, 0.101802, 
296.33, 0.37785, -0.511906, -0.169072, 2.30399, 0.0282709, -1.59869, -6.64472e-06, -1.57338, 2.13636, 0.101805, -0.102689, 0.00107467, 0.0927044, -0.28366, 0.269397, -0, 0.00854321, 0.0987215, 0.377836, -0.51186, -0.168827, 2.3044, 0.025446, -1.59592, 1.60288e-05, -1.57119, 2.13558, 0.103261, -0.103446, -0.000110935, 0.0941509, -0.278192, 0.269092, 1.64824e-06, 0.00907376, 0.0940398, 
296.43, 0.383253, -0.517497, -0.16915, 2.30981, 0.0116594, -1.58336, -9.49246e-06, -1.57278, 2.1419, 0.0135961, -0.0155858, -0.00199582, 0.0221857, -0.0507101, 0.0491254, 0.00284774, -0, 0.0208834, 0.383278, -0.517385, -0.168913, 2.30918, 0.010494, -1.58131, 1.592e-05, -1.57085, 2.14027, 0.0117728, -0.013449, -0.00184046, 0.00849702, -0.0373565, 0.036844, -1.64426e-05, 0.00059352, 0.00665645, 
296.53, 0.381924, -0.516403, -0.169275, 2.31002, 0.0127948, -1.58459, -9.49246e-07, -1.57269, 2.14181, -0.0273028, 0.0266395, -0.000153524, -0.00713111, 0.0546718, -0.0530871, -0, -0, -0.0123402, 0.381964, -0.516263, -0.169128, 2.30782, 0.0134189, -1.5842, 1.30882e-05, -1.57088, 2.13869, -0.0289424, 0.0271722, -0.00200938, -0.027578, 0.0723889, -0.0711579, -3.45611e-05, -0.00107235, -0.0295875, 
296.63, 0.379, -0.513539, -0.16931, 2.30869, 0.0196771, -1.59097, 3.79698e-06, -1.57263, 2.14053, -0.0267501, 0.0260869, 0.00307049, -0.0190163, 0.0728958, -0.0586336, -0, -0, -0.0104417, 0.378932, -0.513353, -0.169269, 2.30496, 0.0211965, -1.5918, 9.8088e-06, -1.57103, 2.13569, -0.0269639, 0.0262985, -0.000780018, -0.0251908, 0.0704336, -0.0685294, -2.92081e-05, -0.00175711, -0.025971, 
296.73, 0.377134, -0.511624, -0.169181, 2.3071, 0.0248987, -1.59556, -4.74623e-06, -1.5726, 2.14007, -0.0111643, 0.00983784, 0.00168877, -0.0118852, 0.0301091, -0.0285244, -0, -0, -0, 0.37704, -0.511488, -0.169301, 2.3032, 0.0262008, -1.59665, 7.36397e-06, -1.57117, 2.1339, -0.0105117, 0.0105278, 9.30621e-06, -0.00964564, 0.0283598, -0.0274148, -1.99046e-05, -0.000845764, -0.00963647, 
296.83, 0.376672, -0.511202, -0.16904, 2.30654, 0.0265769, -1.59662, -7.59396e-06, -1.57254, 2.1403, 0.00165806, -0.00143699, -0.000153524, -0.00316938, 0.00316938, 0, -0, -0, 0.00854321, 0.37667, -0.511104, -0.169286, 2.30288, 0.0272463, -1.59767, 5.74983e-06, -1.5712, 2.13359, 0.0016649, -0.00147213, 0.000221732, 0.0017687, -0.00375692, 0.00361864, -1.28867e-05, 0.00019589, 0.00199033, 
296.93, 0.377073, -0.511585, -0.169046, 2.30649, 0.0263423, -1.59644, -4.74623e-06, -1.57245, 2.14086, 0.00519526, -0.00497419, 0.000153524, -0, -0.00633876, 0, -0, 0.00284774, 0.00379698, 0.377075, -0.511492, -0.169266, 2.30327, 0.0262234, -1.59668, 4.68397e-06, -1.57116, 2.13401, 0.00517138, -0.00502682, 0.000168385, 0.00493549, -0.0133551, 0.0129003, -8.90347e-06, 0.000490961, 0.0051038, 
297.03, 0.377523, -0.51202, -0.169095, 2.3065, 0.0255492, -1.59598, -6.64472e-06, -1.57238, 2.14137, 0.00364774, -0.00276344, -0.00138172, -0, -0.0087158, 0.00396173, -0, -0, 0.00284774, 0.377529, -0.511936, -0.169255, 2.3037, 0.0250398, -1.59553, 3.89048e-06, -1.57112, 2.13445, 0.00343782, -0.00339549, 5.04496e-05, 0.00321142, -0.0090603, 0.00876489, -7.22295e-06, 0.000324681, 0.00326181, 
297.13, 0.377669, -0.512274, -0.169029, 2.3065, 0.0249343, -1.59572, -4.74623e-06, -1.57232, 2.14156, 0.000994838, -0.000773763, 0.000153524, -0, -0, 0.00237704, -0, -0, -0, 0.377735, -0.512142, -0.169254, 2.30389, 0.0244905, -1.595, 3.20909e-06, -1.57109, 2.13464, 0.000788876, -0.000811987, -2.54301e-05, 0.000704711, -0.00216965, 0.002098, -6.44811e-06, 9.92025e-05, 0.000679228, 
297.23, 0.377642, -0.512167, -0.169026, 2.3065, 0.024806, -1.59571, -4.74623e-06, -1.57229, 2.14157, -0.000331613, 0.00121591, -0.000153524, -0, -0, 0, -0, -0, -0, 0.377729, -0.51214, -0.169258, 2.30389, 0.0244971, -1.59501, 2.6019e-06, -1.57109, 2.13463, -0.000647213, 0.000612812, -3.90293e-05, -0.000625085, 0.00164762, -0.00159867, -5.66209e-06, -2.37134e-05, -0.000664159, 
297.33, 0.377548, -0.512054, -0.169007, 2.30649, 0.0248139, -1.59571, -7.59396e-06, -1.57227, 2.14156, -0.00110538, 0.00154753, 0.000614097, -0, -0, 0, -0, -0, -0, 0.377649, -0.512062, -0.169261, 2.30381, 0.0247056, -1.59521, 2.08306e-06, -1.5711, 2.13455, -0.000797119, 0.000778793, -2.10045e-05, -0.000746122, 0.00210027, -0.002036, -4.69773e-06, -4.30017e-05, -0.000767164, 
297.43, 0.377492, -0.511922, -0.16902, 2.30649, 0.0248242, -1.59571, -5.69547e-06, -1.57224, 2.14156, 0.000331613, 0.00121591, -0.000460573, -0, -0, 0, -0, -0, -0, 0.377588, -0.512002, -0.169262, 2.30375, 0.0248675, -1.59537, 1.66273e-06, -1.5711, 2.13449, -0.000386233, 0.000384465, -2.19441e-06, -0.000352033, 0.00104785, -0.00101628, -3.7256e-06, -1.48124e-05, -0.000354257, 
297.53, 0.37751, -0.511865, -0.1691, 2.30648, 0.0248321, -1.59571, -5.69547e-06, -1.57222, 2.14156, 0.000110538, 0.000331613, -0.000460573, -0, -0, 0, -0, -0, -0, 0.37757, -0.511984, -0.169261, 2.30374, 0.0249184, -1.59542, 1.33277e-06, -1.5711, 2.13448, -9.26281e-06, 1.45425e-05, 5.87058e-06, 8.35365e-07, 5.52558e-05, -5.49939e-05, -2.90731e-06, 1.25984e-05, 6.68272e-06, 
297.63, 0.377581, -0.511878, -0.169119, 2.30647, 0.0248329, -1.59571, -8.54321e-06, -1.57219, 2.14156, 0.000221075, 0.00044215, -0.000307049, -0.00237704, -0, 0, -0, -0, -0, 0.377579, -0.511992, -0.169261, 2.30375, 0.0248994, -1.5954, 1.07447e-06, -1.5711, 2.13449, 0.000134843, -0.000130071, 5.3585e-06, 0.000131797, -0.000336298, 0.000324344, -2.29068e-06, 2.19594e-05, 0.000137138, 
297.73, 0.377591, -0.511834, -0.169151, 2.30646, 0.0248297, -1.59571, -6.64472e-06, -1.57216, 2.14156, -0.00044215, 0.00132645, -0.00245639, -0, -0, 0, -0, -0, -0, 0.377592, -0.512004, -0.169261, 2.30376, 0.0248663, -1.59537, 8.69042e-07, -1.5711, 2.1345, 0.000109021, -0.000107226, 2.03211e-06, 0.000104219, -0.000278902, 0.000269032, -1.84027e-06, 1.78919e-05, 0.000106236, 
297.83, 0.377657, -0.511841, -0.169261, 2.30644, 0.0248305, -1.59571, -5.69547e-06, -1.57214, 2.14156, 0.000663225, -0.000221075, -0.000921146, -0, -0, 0, -0, -0, -0, 0.377599, -0.512012, -0.16926, 2.30377, 0.0248478, -1.59535, 7.02805e-07, -1.57109, 2.13451, 3.57778e-05, -3.61276e-05, -3.72539e-07, 3.4189e-05, -9.08104e-05, 8.71328e-05, -1.49804e-06, 1.02424e-05, 3.38045e-05, 
297.93, 0.377672, -0.511891, -0.169375, 2.30642, 0.0248297, -1.59571, -3.79698e-06, -1.57212, 2.14155, 0.00044215, -0.000221075, -0.000614097, -0, -0, 0, -0, -0, -0, 0.3776, -0.512013, -0.169261, 2.30377, 0.0248458, -1.59535, 5.67267e-07, -1.57109, 2.13451, -1.20883e-05, 1.11548e-05, -1.03047e-06, -1.07165e-05, 3.46388e-05, -3.41656e-05, -1.22135e-06, 4.91265e-06, -1.17568e-05, 
298.03, 0.37767, -0.511926, -0.169407, 2.3064, 0.0248321, -1.59571, -5.69547e-06, -1.5721, 2.14155, -0.00143699, -0.00165806, 0.00138172, -0, 0.00237704, -0.00237704, -0, -0, 0.00474623, 0.377598, -0.512011, -0.169261, 2.30376, 0.0248514, -1.59535, 4.5704e-07, -1.57109, 2.1345, -2.26309e-05, 2.20294e-05, -6.65806e-07, -2.02883e-05, 6.3078e-05, -6.1576e-05, -9.90011e-07, 2.87717e-06, -2.0962e-05, 
298.13, 0.377659, -0.511971, -0.16943, 2.30636, 0.0248313, -1.59571, -7.59396e-06, -1.57209, 2.14155, 0, -0.000221075, -0.000307049, -0, -0, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.0248567, -1.59536, 3.67985e-07, -1.57109, 2.1345, -1.32778e-05, 1.315e-05, -1.42816e-07, -1.13962e-05, 3.87012e-05, -3.78778e-05, -7.97325e-07, 2.70188e-06, -1.15454e-05, 
298.23, 0.377661, -0.511992, -0.169466, 2.30633, 0.0248313, -1.59571, -7.59396e-06, -1.57208, 2.14154, 0, -0.000221075, -0.000307049, -0, -0, 0, -0, 0.00284774, -0, 0.377595, -0.512008, -0.169261, 2.30376, 0.024859, -1.59536, 2.96392e-07, -1.57109, 2.1345, -2.0734e-06, 2.19414e-06, 1.3113e-07, -1.01672e-06, 8.74777e-06, -8.79998e-06, -6.40177e-07, 2.87661e-06, -8.90691e-07, 
298.33, 0.377655, -0.511979, -0.169491, 2.30629, 0.0248313, -1.59571, -4.74623e-06, -1.57207, 2.14154, -0.000221075, 0, 0, -0, -0, 0, -0, -0, -0.00379698, 0.377595, -0.512008, -0.169261, 2.30376, 0.024859, -1.59536, 2.38905e-07, -1.57109, 2.1345, 3.2611e-06, -3.11979e-06, 1.53881e-07, 3.75504e-06, -6.06252e-06, 5.60225e-06, -5.14342e-07, 2.72537e-06, 3.90482e-06, 
298.43, 0.377643, -0.511992, -0.169486, 2.30624, 0.0248305, -1.59571, -5.69547e-06, -1.57205, 2.14153, -0.000221075, -0.000221075, 0, -0, -0, 0, -0, -0, -0, 0.377596, -0.512008, -0.169261, 2.30376, 0.0248583, -1.59536, 1.92665e-07, -1.57109, 2.1345, 3.31702e-06, -3.25084e-06, 7.19038e-08, 3.6041e-06, -6.89817e-06, 6.4631e-06, -4.14232e-07, 2.25837e-06, 3.67271e-06, 
298.53, 0.377629, -0.512011, -0.169464, 2.30618, 0.0248305, -1.59571, -6.64472e-06, -1.57202, 2.14152, -0.000552688, -0.000552688, -0.000153524, -0, -0, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.0248578, -1.59536, 1.55406e-07, -1.57109, 2.1345, 1.3982e-06, -1.39832e-06, -1.11017e-10, 1.65259e-06, -2.39129e-06, 2.15134e-06, -3.15832e-07, 1.63084e-06, 1.64996e-06, 
298.63, 0.377623, -0.512065, -0.169425, 2.30612, 0.0248297, -1.5957, -6.64472e-06, -1.572, 2.14151, -0.000221075, -0.000663225, 0, -0, -0.00237704, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.0248577, -1.59536, 1.45541e-07, -1.57109, 2.1345, -1.25238e-07, 1.00842e-07, -2.63273e-08, -1.26358e-07, 3.04605e-07, -3.01376e-07, -1.49593e-08, 6.24507e-08, -1.52806e-07, 
298.73, 0.377623, -0.51211, -0.169374, 2.30608, 0.0248305, -1.5957, -5.69547e-06, -1.57198, 2.1415, -0.000110538, -0.000331613, 0.000460573, -0, -0, 0, -0, -0.00379698, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.0248578, -1.59536, 1.45067e-07, -1.57109, 2.1345, -6.12499e-07, 5.9346e-07, -2.04488e-08, -5.83871e-07, 1.57281e-06, -1.52191e-06, -8.32998e-10, -4.69502e-08, -6.04327e-07, 
298.83, 0.377594, -0.512129, -0.16933, 2.30603, 0.0248289, -1.5957, -5.69547e-06, -1.57195, 2.14149, -0.000331613, -0.000331613, 0.000460573, -0, -0, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.0248579, -1.59536, 1.45032e-07, -1.57109, 2.1345, -4.33651e-07, 4.27717e-07, -6.31983e-09, -4.0543e-07, 1.13547e-06, -1.09838e-06, -1.56765e-10, -3.60947e-08, -4.11751e-07, 
298.93, 0.377568, -0.51213, -0.169287, 2.30598, 0.0248305, -1.5957, -7.59396e-06, -1.57192, 2.14148, -0.000331613, 0.000110538, 0.000460573, -0, -0, 0, -0, 0.00379698, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.024858, -1.59536, 1.45022e-07, -1.57109, 2.1345, -1.14303e-07, 1.1665e-07, 2.52613e-09, -1.02854e-07, 3.06496e-07, -2.96008e-07, -5.40013e-11, -1.01214e-08, -1.00328e-07, 
299.03, 0.377543, -0.512123, -0.169232, 2.30593, 0.0248313, -1.5957, -6.64472e-06, -1.5719, 2.14145, 0.00154753, 0.0017686, 0.00276344, -0, 0.00237704, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.024858, -1.59536, 1.4502e-07, -1.57109, 2.1345, 7.09642e-08, -6.69584e-08, 4.2548e-09, 6.91487e-08, -1.84473e-07, 1.79169e-07, 4.8514e-12, 5.27018e-09, 7.34035e-08, 
299.13, 0.377546, -0.512095, -0.169172, 2.30587, 0.0248313, -1.5957, -6.64472e-06, -1.57189, 2.14138, 0.000552688, 0.000994838, -0.000460573, -0, -0, 0, -0, -0.00284774, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.024858, -1.59536, 1.45021e-07, -1.57109, 2.1345, 9.68945e-08, -9.46179e-08, 2.39449e-09, 9.10571e-08, -2.58725e-07, 2.50952e-07, 2.31805e-11, 7.61382e-09, 9.34518e-08, 
299.23, 0.377545, -0.512058, -0.16913, 2.30582, 0.0248305, -1.5957, -5.69547e-06, -1.57186, 2.14132, 0, 0.000221075, 0.000307049, -0, -0, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.024858, -1.59536, 1.45023e-07, -1.57109, 2.1345, 5.01298e-08, -4.98222e-08, 3.1079e-10, 4.5972e-08, -1.38536e-07, 1.34513e-07, 1.67641e-11, 3.90789e-09, 4.62829e-08, 
299.33, 0.377544, -0.512033, -0.169096, 2.30579, 0.0248313, -1.5957, -6.64472e-06, -1.57184, 2.14129, -0.000110538, 0.000331613, 0.000460573, -0, -0, 0, -0, -0.00284774, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.0248579, -1.59536, 1.45025e-07, -1.57109, 2.1345, 3.61456e-09, -4.20956e-09, -6.29258e-10, 2.32314e-09, -1.56235e-08, 1.54505e-08, 4.82962e-12, 1.39853e-10, 1.69391e-09, 
299.43, 0.377549, -0.512002, -0.169053, 2.30574, 0.0248321, -1.5957, -6.64472e-06, -1.57181, 2.14126, 0.000331613, 0.000110538, 0.000153524, -0, 0.00237704, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.024858, -1.59536, 1.45025e-07, -1.57109, 2.1345, -1.56123e-08, 1.50342e-08, -6.02011e-10, -1.52434e-08, 3.68427e-08, -3.54015e-08, -2.19773e-12, -1.42613e-09, -1.58454e-08, 
299.53, 0.377567, -0.511984, -0.169072, 2.30569, 0.0248313, -1.5957, -5.69547e-06, -1.57179, 2.14119, 0, 0, -0, -0, -0, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.024858, -1.59536, 1.45024e-07, -1.57109, 2.1345, -1.35578e-08, 1.33242e-08, -2.38965e-10, -1.29158e-08, 3.3054e-08, -3.17826e-08, -3.34452e-12, -1.24845e-09, -1.31547e-08, 
299.63, 0.377569, -0.511982, -0.169069, 2.30564, 0.0248289, -1.5957, -6.64472e-06, -1.57176, 2.1411, 0, 0, -0, -0, -0, 0, -0, -0, -0, 0.377596, -0.512009, -0.169261, 2.30376, 0.024858, -1.59536, 1.45024e-07, -1.57109, 2.1345, -4.87499e-09, 4.90442e-09, 3.32455e-11, -4.60745e-09, 1.10628e-08, -1.05327e-08, -1.68487e-12, -5.18537e-10, -4.57421e-09, 
